channel,id,name,alt_names,is_main,broadcast_area,timezones,languages,format
00sReplay.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
21JumpStreet.us,SD,SD,,TRUE,c/US,America/New_York;America/Chicago;America/Denver;America/Los_Angeles,eng,1080p
45TV.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
48Hours.us,US,US,,TRUE,c/US,America/New_York,eng,1080i
4KUniverse.us,SD,SD,,TRUE,c/US,America/Santiago,eng,1080p
50CentAction.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
60DaysInbyAE.us,SD,SD,,TRUE,c/US,America/New_York;America/Chicago;America/Denver;America/Los_Angeles,eng,720p
90sKids.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
90sKidsTV2.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
AcapulcoShore.us,US,US,,FALSE,c/US,America/Los_Angeles,eng,720p
ActionMax.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
ActionMax.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080i
AE.us,EastHD,East HD,,FALSE,c/US;c/CA,America/New_York,eng,1080p
AE.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080p
AMC.us,EastHD,East HD,,TRUE,c/US,America/New_York,eng,1080i
AMC.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080p
AmericasNextTopModel.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
Amphibia.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
AnimalPlanet.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080i
AnimalPlanet.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080i
AnimationPlus.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
AnimexHIDIVE.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
AsianCultureTV.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
BattlestarGalactica.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BBCAmerica.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080i
BBCAmerica.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080i
BBCDrama.uk,US,US,,FALSE,c/US,America/New_York,eng,1080p
BeachTVTalkingPoints.us,TalkingPointsHD,Talking Points HD,,TRUE,c/US,America/Los_Angeles,eng,1080p
BETCinema.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BETClassicsPlutoTV.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BETComedyMovies.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BETThrowbacks.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BETVisionaries.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BeverlyHills90210.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BeyondtheGates.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BigBrother.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BlackFamilySitcoms.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
BloombergOriginals.us,US,US,,TRUE,c/US,America/New_York,eng,1080p
BlueBloods.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
BlueMountainTelevision.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
Bonanza.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CarChase.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CartoonNetwork.us,HDEast,HD East,,FALSE,c/US,America/New_York,eng;spa,1080i
CartoonNetwork.us,HDWest,HD West,,FALSE,c/US,America/Los_Angeles,eng;spa;por,1080i
CBSenespanol.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CelebrityNameGame.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
CheersPlusFrasier.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
Cineaventura.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
Cineenespanol.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
Cinemax.us,HDEast,HD East,,FALSE,c/US,America/New_York,eng;spa,1080i
Cinemax.us,HDWest,HD West,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
CinemaxAction.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
CinemaxAction.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
CinemaxClassics.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080i
CinemaxHits.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
CinemaxHits.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
ClassicMovieWesterns.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
ClassicTVCrimeDrama.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
ClassicTVFamilies.us,US,US,,TRUE,c/US,America/Los_Angeles,eng,720p
CNBC.us,HD,HD,,FALSE,c/US,America/New_York,eng,1080p
CNNHeadlines.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
CNNOriginals.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
ComedyCentralPlutoTV.us,US,US,,TRUE,c/US,America/New_York,eng,720p
Crunchyroll.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng;jap,1080p
CSIMiami.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CSIMiamienespanol.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CSINY.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CSINYenespanol.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
CuriosityNOW.de,EN,EN,US;english,FALSE,c/US,America/New_York,eng,1080p
DatingDisasters.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
DaystarReflections.us,YouTube,YouTube,,TRUE,c/US,America/New_York,eng,1080p
DCCMakingtheTeam.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
Declassified.ca,SD,SD,,TRUE,c/US;c/CA,America/Toronto,eng,1080p
DesignatedSurvivor.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
DIJIT.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
DisneyChannel.us,HDEast,HD East,,FALSE,c/US,America/New_York,eng;spa,720p
DisneyChannel.us,HDWest,HD West,,FALSE,c/US,America/Los_Angeles,eng;spa,720p
DocumentaryPlus.us,US,US,,TRUE,c/US,America/New_York,eng,1080p
DungeonsDragonsAdventures.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
Dynasty.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
EarthDay365.ca,SD,SD,,TRUE,c/US;c/UK;c/IE,America/New_York,eng,1080p
EarthxTV.us,HD,HD,,FALSE,c/US,America/Chicago,eng,1080i
EbonyTVbyLionsgate.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
EKeepingUp.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
ElevationChurchNetwork.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
ErieNewsNowPlus.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
ExtremeJobs.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
F1Channel.ie,US,US,,TRUE,c/US,America/New_York,eng,1080p
FanDuelSportsNetwork.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
FeelGoodDrama.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
FilAmTVNetwork.us,HD,HD,,TRUE,c/US;c/PH,America/New_York,eng;tgl,1080p
FilmRiseAnime.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng;jap,1080p
FoxSports1.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
FoxSports2.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
FuboSportsNetwork.us,HD,HD,,FALSE,c/US,America/New_York,eng,1080p
FX.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080p
FX.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080p
FXMovieChannel.us,HD,HD,,FALSE,c/US,America/Santiago,spa;eng,1080p
FXX.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080p
FXX.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080p
GameLoop.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
GlobalWorldTV.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
GolazoNetwork.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
GoodNewsTV.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
GraphiteHD.us,Minus1,-1,,FALSE,c/US,America/Anchorage,eng,720p
GraphiteHD.us,West,West,,TRUE,c/US,America/Los_Angeles,eng,720p
HallmarkFamily.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,1080p
HBO2.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
HBO2.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
HBOHits.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
HBOHits.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
HerSphere.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
HGTV.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080i
HGTV.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080i
HogansHeroes.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
Homeful.ca,US,US,,FALSE,c/US,America/New_York,eng,1080p
HotBench.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
iCarly.us,SD,SD,,FALSE,c/US,America/Los_Angeles,eng,720p
ILoveLucy.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
InTouchPlus.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
Investiga.us,US,US,,FALSE,c/US,America/Los_Angeles,eng,720p
JoelOsteenNetwork.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
K5.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
KungFuMovies.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
LaffMore.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
LasVegasTonightwithDaleDavidson.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
LatinoChannelTV.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
LaVozdeJesusHD.do,HD,HD,,TRUE,c/US;c/DO,America/New_York,eng;spa,720p
Lawless.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
LiveMusic.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
LocalNewsLive.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
LovePets.ca,US,US,,TRUE,c/US,America/New_York,eng,1080p
LoveThyNeighbor.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
Masadrenalina.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
MGMPlus.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
MGMPlus.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
MGMPlusHits.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
MGMPlusHits.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
MoreMax.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng;spa,1080i
MoreMax.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng;spa,1080i
MoreTrueCrime.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
MovieSphere.us,US,US,,TRUE,c/US,America/New_York,eng,1080p
MSNBC.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
MTVFlowLatino.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
NashBridges.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
Nashville.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
NationalGeographic.us,HDEast,HD East,,FALSE,c/US,America/New_York,eng,1080i
NationalGeographicWild.us,HDEast,HD East,,FALSE,c/US,America/New_York,eng,1080i
